$GPCHC,2107,285258.95,10.49,1.49,1.27,-0.16,-0.12,-0.04,-0.0239,0.0329,1.0015,30.46695306,104.00592735,453.27,-0.007,0.104,-0.003,0.104,0,0,33,0,2*51
$GPCHC,2107,285259.00,10.49,1.49,1.26,-0.05,-0.04,-0.01,-0.0204,0.0297,1.0012,30.46695306,104.00592735,453.26,-0.006,0.104,-0.003,0.104,0,0,33,0,2*50
$GPCHC,2107,285259.05,10.49,1.49,1.26,-0.07,-0.01,-0.05,-0.0220,0.0267,1.0006,30.46695306,104.00592734,453.26,-0.005,0.103,-0.002,0.103,0,0,33,0,2*59
$GPCHC,2107,285259.10,10.49,1.49,1.27,0.03,0.01,0.00,-0.0246,0.0285,0.9993,30.46695306,104.00592733,453.26,-0.006,0.102,-0.003,0.102,0,0,33,0,2*74
$GPCHC,2107,285259.15,10.49,1.50,1.27,0.11,0.05,0.09,-0.0239,0.0317,0.9978,30.46695306,104.00592733,453.26,-0.006,0.102,-0.003,0.103,0,0,33,0,2*71
$GPCHC,2107,285259.20,10.48,1.50,1.27,-0.00,0.03,0.04,-0.0207,0.0314,0.9992,30.46695307,104.00592732,453.26,-0.006,0.103,-0.003,0.104,0,0,33,0,2*5C
$GPCHC,2107,285259.25,10.48,1.50,1.27,-0.10,0.06,0.04,-0.0193,0.0299,1.0000,30.46695307,104.00592732,453.26,-0.004,0.103,-0.002,0.103,0,0,33,0,2*59
$GPCHC,2107,285259.30,10.48,1.50,1.28,0.02,0.11,0.09,-0.0252,0.0293,1.0010,30.46695307,104.00592731,453.26,-0.004,0.103,-0.003,0.103,0,0,33,0,2*70
$GPCHC,2107,285259.35,10.48,1.50,1.28,0.06,-0.06,0.01,-0.0246,0.0297,0.9986,30.46695307,104.00592730,453.26,-0.006,0.103,-0.003,0.104,0,0,33,0,2*59
$GPCHC,2107,285259.40,10.48,1.50,1.27,-0.26,-0.08,-0.04,-0.0212,0.0313,0.9995,30.46695307,104.00592730,453.26,-0.006,0.104,-0.001,0.104,0,0,33,0,2*56
$GPCHC,2107,285259.45,10.48,1.50,1.27,-0.05,-0.03,-0.02,-0.0223,0.0318,1.0002,30.46695308,104.00592729,453.26,-0.006,0.104,-0.003,0.104,0,0,33,0,2*5C
$GPCHC,2107,285259.50,10.48,1.50,1.27,0.01,0.02,-0.07,-0.0198,0.0298,1.0004,30.46695308,104.00592729,453.26,-0.006,0.105,-0.003,0.105,0,0,33,0,2*54
$GPCHC,2107,285259.55,10.48,1.50,1.27,0.03,0.07,0.06,-0.0225,0.0302,1.0006,30.46695308,104.00592728,453.26,-0.004,0.104,-0.003,0.104,0,0,33,0,2*7C
$GPCHC,2107,285259.60,10.48,1.50,1.27,-0.06,0.03,-0.06,-0.0265,0.0296,0.9997,30.46695308,104.00592727,453.26,-0.006,0.105,-0.003,0.105,0,0,33,0,2*77
$GPCHC,2107,285259.65,10.48,1.50,1.27,0.05,-0.04,-0.01,-0.0200,0.0294,0.9995,30.46695309,104.00592727,453.26,-0.005,0.104,-0.004,0.104,0,0,33,0,2*77
$GPCHC,2107,285259.70,10.47,1.50,1.27,-0.04,0.02,0.19,-0.0211,0.0292,1.0015,30.46695309,104.00592726,453.26,-0.003,0.103,-0.004,0.103,0,0,33,0,2*57
$GPCHC,2107,285259.75,10.47,1.51,1.27,-0.01,-0.03,-0.10,-0.0260,0.0326,0.9995,30.46695309,104.00592726,453.26,-0.005,0.104,-0.004,0.104,0,0,33,0,2*59
$GPCHC,2107,285259.80,10.48,1.51,1.27,-0.06,-0.05,-0.03,-0.0233,0.0317,0.9992,30.46695309,104.00592725,453.26,-0.005,0.105,-0.004,0.105,0,0,33,0,2*5F
$GPCHC,2107,285259.85,10.48,1.51,1.27,-0.02,-0.04,0.06,-0.0230,0.0301,1.0006,30.46695309,104.00592725,453.26,-0.004,0.105,-0.005,0.105,0,0,33,0,2*7F
$GPCHC,2107,285259.90,10.48,1.51,1.27,-0.05,-0.01,-0.09,-0.0211,0.0303,1.0010,30.46695310,104.00592724,453.26,-0.005,0.105,-0.005,0.105,0,0,33,0,2*55
$GPCHC,2107,285259.95,10.48,1.51,1.27,-0.06,0.02,-0.02,-0.0233,0.0311,1.0003,30.46695310,104.00592723,453.26,-0.004,0.105,-0.005,0.105,0,0,33,0,2*71
$GPCHC,2107,285260.00,10.48,1.51,1.27,0.01,0.04,0.09,-0.0232,0.0302,0.9999,30.46695310,104.00592723,453.26,-0.004,0.105,-0.006,0.105,0,0,33,0,2*7F
$GPCHC,2107,285260.05,10.48,1.51,1.27,-0.05,-0.02,0.02,-0.0237,0.0301,1.0005,30.46695310,104.00592722,453.26,-0.005,0.105,-0.006,0.105,0,0,33,0,2*71
$GPCHC,2107,285260.10,10.47,1.51,1.27,0.02,0.03,0.01,-0.0205,0.0303,1.0023,30.46695310,104.00592722,453.26,-0.004,0.105,-0.006,0.105,0,0,33,0,2*79
$GPCHC,2107,285260.15,10.47,1.51,1.27,0.05,0.02,0.03,-0.0232,0.0307,1.0001,30.46695311,104.00592721,453.26,-0.004,0.105,-0.006,0.105,0,0,33,0,2*7A
$GPCHC,2107,285260.20,10.47,1.51,1.27,-0.16,-0.04,0.00,-0.0253,0.0306,0.9990,30.46695311,104.00592721,453.26,-0.005,0.105,-0.005,0.105,0,0,33,0,2*76
$GPCHC,2107,285260.25,10.47,1.51,1.27,-0.15,-0.09,0.06,-0.0211,0.0301,1.0023,30.46695311,104.00592720,453.26,-0.004,0.105,-0.005,0.105,0,0,33,0,2*73
$GPCHC,2107,285260.30,10.47,1.51,1.27,0.04,0.07,0.05,-0.0221,0.0281,1.0012,30.46695311,104.00592719,453.26,-0.004,0.105,-0.006,0.105,0,0,33,0,2*7B
$GPCHC,2107,285260.35,10.47,1.51,1.27,-0.04,0.01,-0.09,-0.0238,0.0304,1.0012,30.46695311,104.00592719,453.26,-0.005,0.104,-0.005,0.105,0,0,33,0,2*73
$GPCHC,2107,285260.40,10.47,1.51,1.27,-0.13,-0.02,0.04,-0.0237,0.0315,1.0008,30.46695311,104.00592718,453.26,-0.005,0.105,-0.005,0.105,0,0,33,0,2*7D
