$GPCHC,2107,458986.80,204.22,-0.23,1.67,-0.06,-0.01,-0.13,-0.0275,-0.0045,1.0007,30.46723409,104.00537034,456.21,-0.000,-0.013,0.021,0.013,0,0,92,0,2*6D
$GPCHC,2107,458986.85,204.22,-0.23,1.67,-0.02,0.01,0.04,-0.0298,-0.0074,0.9989,30.46723409,104.00537034,456.22,-0.001,-0.012,0.020,0.012,0,0,33,0,2*64
$GPCHC,2107,458986.90,204.21,-0.23,1.67,0.08,-0.10,0.12,-0.0302,-0.0032,0.9995,30.46723409,104.00537034,456.22,-0.000,-0.012,0.020,0.012,0,0,33,0,2*62
$GPCHC,2107,458986.95,204.21,-0.23,1.67,-0.04,-0.01,-0.05,-0.0300,-0.0009,0.9997,30.46723408,104.00537034,456.22,0.001,-0.013,0.020,0.013,0,0,33,0,2*48
$GPCHC,2107,458987.00,204.21,-0.23,1.67,0.00,0.04,0.00,-0.0290,-0.0019,1.0009,30.46723408,104.00537035,456.22,-0.000,-0.014,0.019,0.014,0,0,33,0,2*44
$GPCHC,2107,458987.05,204.21,-0.23,1.67,0.03,-0.04,0.02,-0.0288,-0.0015,0.9978,30.46723408,104.00537035,456.22,-0.000,-0.015,0.019,0.015,0,0,33,0,2*6F
$GPCHC,2107,458987.10,204.21,-0.23,1.67,-0.07,0.01,0.00,-0.0306,-0.0036,1.0011,30.46723407,104.00537035,456.22,-0.000,-0.015,0.019,0.015,0,0,33,0,2*6F
$GPCHC,2107,458987.15,204.21,-0.23,1.67,0.04,0.02,0.06,-0.0283,-0.0048,1.0029,30.46723407,104.00537035,456.22,-0.000,-0.015,0.019,0.015,0,0,33,0,2*4F
$GPCHC,2107,458987.20,204.21,-0.23,1.67,-0.06,0.05,0.02,-0.0288,-0.0038,1.0017,30.46723407,104.00537035,456.22,0.000,-0.015,0.020,0.015,0,0,33,0,2*43
$GPCHC,2107,458987.25,204.21,-0.23,1.67,0.02,-0.00,0.00,-0.0293,-0.0039,1.0011,30.46723407,104.00537035,456.22,0.000,-0.014,0.020,0.014,0,0,33,0,2*48
$GPCHC,2107,458987.30,204.21,-0.23,1.67,-0.04,-0.00,0.01,-0.0294,-0.0025,1.0015,30.46723406,104.00537035,456.22,0.000,-0.015,0.020,0.015,0,0,33,0,2*69
$GPCHC,2107,458987.35,204.21,-0.23,1.67,-0.08,0.04,0.03,-0.0304,-0.0033,1.0011,30.46723406,104.00537035,456.22,0.000,-0.015,0.020,0.015,0,0,33,0,2*40
$GPCHC,2107,458987.40,204.21,-0.23,1.67,-0.10,0.05,-0.06,-0.0285,-0.0027,0.9979,30.46723406,104.00537036,456.22,0.000,-0.016,0.019,0.016,0,0,33,0,2*69
$GPCHC,2107,458987.45,204.21,-0.23,1.67,-0.04,-0.02,0.08,-0.0284,-0.0040,1.0004,30.46723406,104.00537036,456.22,-0.001,-0.015,0.019,0.015,0,0,33,0,2*47
$GPCHC,2107,458987.50,204.20,-0.23,1.68,-0.06,-0.01,0.02,-0.0320,-0.0052,0.9949,30.46723405,104.00537036,456.22,-0.000,-0.015,0.018,0.015,0,0,33,0,2*41
$GPCHC,2107,458987.55,204.21,-0.23,1.67,0.21,-0.05,-0.13,-0.0304,-0.0033,1.0006,30.46723405,104.00537036,456.22,0.002,-0.015,0.019,0.015,0,0,33,0,2*6E
